description,isValid,itemName,itemValue,orderNum,parentID,typeCode,typeName,id
产品参数,1,厂商,基本参数,10,0,390,核心参数展开,
产品参数,1,级别,基本参数,20,0,390,核心参数展开,
产品参数,1,能源类型,基本参数,30,0,390,核心参数展开,
产品参数,1,上市时间,基本参数,40,0,390,核心参数展开,
产品参数,1,工信部纯电续航里程(km),基本参数,50,0,390,核心参数展开,
产品参数,1,快充时间(小时),基本参数,60,0,390,核心参数展开,
产品参数,1,慢充时间(小时),基本参数,70,0,390,核心参数展开,
产品参数,1,快充电量百分比,基本参数,80,0,390,核心参数展开,
产品参数,1,最大功率(kW),基本参数,90,0,390,核心参数展开,
产品参数,1,最大扭矩(N·m),基本参数,100,0,390,核心参数展开,
产品参数,1,发动机,基本参数,110,0,390,核心参数展开,
产品参数,1,变速箱,基本参数,120,0,390,核心参数展开,
产品参数,1,长*宽*高(mm),基本参数,130,0,390,核心参数展开,
产品参数,1,车身结构,基本参数,140,0,390,核心参数展开,
产品参数,1,最高车速(km/h),基本参数,150,0,390,核心参数展开,
产品参数,1,官方0-100km/h加速(s),基本参数,160,0,390,核心参数展开,
产品参数,1,实测0-100km/h加速(s),基本参数,170,0,390,核心参数展开,
产品参数,1,实测100-0km/h制动(m),基本参数,180,0,390,核心参数展开,
产品参数,1,实测续航里程(km),基本参数,190,0,390,核心参数展开,
产品参数,1,实测快充时间(小时),基本参数,200,0,390,核心参数展开,
产品参数,1,实测慢充时间(小时),基本参数,210,0,390,核心参数展开,
产品参数,1,认证车主平均油耗(L/100km),基本参数,220,0,390,核心参数展开,
产品参数,1,工信部综合油耗(L/100km),基本参数,230,0,390,核心参数展开,
产品参数,1,实测油耗(L/100km),基本参数,240,0,390,核心参数展开,
产品参数,1,整车质保,基本参数,250,0,390,核心参数展开,
产品参数,1,轴距(mm),基本参数,260,0,390,核心参数展开,
产品参数,1,前轮距(mm),基本参数,270,0,390,核心参数展开,
产品参数,1,后轮距(mm),基本参数,280,0,390,核心参数展开,
产品参数,1,最小离地间隙(mm),基本参数,290,0,390,核心参数展开,
产品参数,1,油箱容积(L),基本参数,300,0,390,核心参数展开,
产品参数,1,行李厢容积(L),基本参数,310,0,390,核心参数展开,
产品参数,1,整备质量(kg),基本参数,320,0,390,核心参数展开,
产品参数,1,发动机型号,发动机,10,0,400,核心参数展开,
产品参数,1,排量(mL),发动机,20,0,400,核心参数展开,
产品参数,1,排量(L),发动机,30,0,400,核心参数展开,
产品参数,1,进气形式,发动机,40,0,400,核心参数展开,
产品参数,1,气缸排列形式,发动机,50,0,400,核心参数展开,
产品参数,1,气缸数(个),发动机,60,0,400,核心参数展开,
产品参数,1,每缸气门数(个),发动机,70,0,400,核心参数展开,
产品参数,1,压缩比,发动机,80,0,400,核心参数展开,
产品参数,1,配气机构,发动机,90,0,400,核心参数展开,
产品参数,1,缸径(mm),发动机,100,0,400,核心参数展开,
产品参数,1,行程(mm),发动机,110,0,400,核心参数展开,
产品参数,1,最大马力(Ps),发动机,120,0,400,核心参数展开,
产品参数,1,最大功率(kW),发动机,130,0,400,核心参数展开,
产品参数,1,最大功率转速(rpm),发动机,140,0,400,核心参数展开,
产品参数,1,最大扭矩(N·m),发动机,150,0,400,核心参数展开,
产品参数,1,最大扭矩转速(rpm),发动机,160,0,400,核心参数展开,
产品参数,1,发动机特有技术,发动机,170,0,400,核心参数展开,
产品参数,1,燃料形式,发动机,180,0,400,核心参数展开,
产品参数,1,燃油标号,发动机,190,0,400,核心参数展开,
产品参数,1,供油方式,发动机,200,0,400,核心参数展开,
产品参数,1,缸盖材料,发动机,210,0,400,核心参数展开,
产品参数,1,缸体材料,发动机,220,0,400,核心参数展开,
产品参数,1,环保标准,发动机,230,0,400,核心参数展开,
产品参数,1,电机类型,电动机,10,0,410,核心参数展开,
产品参数,1,电动机总功率(kW),电动机,20,0,410,核心参数展开,
产品参数,1,电动机总扭矩(N·m),电动机,30,0,410,核心参数展开,
产品参数,1,前电动机最大功率(kW),电动机,40,0,410,核心参数展开,
产品参数,1,前电动机最大扭矩(N·m),电动机,50,0,410,核心参数展开,
产品参数,1,后电动机最大功率(kW),电动机,60,0,410,核心参数展开,
产品参数,1,后电动机最大扭矩(N·m),电动机,70,0,410,核心参数展开,
产品参数,1,系统综合功率(kW),电动机,80,0,410,核心参数展开,
产品参数,1,系统综合扭矩(N·m),电动机,90,0,410,核心参数展开,
产品参数,1,驱动电机数,电动机,100,0,410,核心参数展开,
产品参数,1,电机布局,电动机,110,0,410,核心参数展开,
产品参数,1,电池类型,电动机,120,0,410,核心参数展开,
产品参数,1,电池能量(kWh),电动机,130,0,410,核心参数展开,
产品参数,1,百公里耗电量(kWh/100km),电动机,140,0,410,核心参数展开,
产品参数,1,驱动方式,底盘转向,10,0,420,核心参数展开,
产品参数,1,四驱形式,底盘转向,20,0,420,核心参数展开,
产品参数,1,中央差速器结构,底盘转向,30,0,420,核心参数展开,
产品参数,1,前悬架类型,底盘转向,40,0,420,核心参数展开,
产品参数,1,后悬架类型,底盘转向,50,0,420,核心参数展开,
产品参数,1,助力类型,底盘转向,60,0,420,核心参数展开,
产品参数,1,车体结构,底盘转向,70,0,420,核心参数展开,
产品参数,1,前制动器类型,车轮制动,10,0,430,核心参数展开,
产品参数,1,后制动器类型,车轮制动,20,0,430,核心参数展开,
产品参数,1,驻车制动类型,车轮制动,30,0,430,核心参数展开,
产品参数,1,前轮胎规格,车轮制动,40,0,430,核心参数展开,
产品参数,1,后轮胎规格,车轮制动,50,0,430,核心参数展开,
产品参数,1,备胎规格,车轮制动,60,0,430,核心参数展开,
产品参数,1,主/副驾驶座安全气囊,主/被动安全装备,10,0,440,配置参数展开,
产品参数,1,前/后排侧气囊,主/被动安全装备,20,0,440,配置参数展开,
产品参数,1,前/后排头部气囊(气帘),主/被动安全装备,30,0,440,配置参数展开,
产品参数,1,后排安全带式气囊,主/被动安全装备,40,0,440,配置参数展开,
产品参数,1,后排中央安全气囊,主/被动安全装备,50,0,440,配置参数展开,
产品参数,1,被动行人保护,主/被动安全装备,60,0,440,配置参数展开,
产品参数,1,膝部气囊,主/被动安全装备,70,0,440,配置参数展开,
产品参数,1,胎压监测功能,主/被动安全装备,80,0,440,配置参数展开,
产品参数,1,零胎压继续行驶,主/被动安全装备,90,0,440,配置参数展开,
产品参数,1,安全带未系提醒,主/被动安全装备,100,0,440,配置参数展开,
产品参数,1,ISOFIX儿童座椅接口,主/被动安全装备,110,0,440,配置参数展开,
产品参数,1,ABS防抱死,主/被动安全装备,120,0,440,配置参数展开,
产品参数,1,制动力分配(EBD/CBC等),主/被动安全装备,130,0,440,配置参数展开,
产品参数,1,刹车辅助(EBA/BAS/BA等),主/被动安全装备,140,0,440,配置参数展开,
产品参数,1,牵引力控制(ASR/TCS/TRC等),主/被动安全装备,150,0,440,配置参数展开,
产品参数,1,车身稳定控制(ESC/ESP/DSC等),主/被动安全装备,160,0,440,配置参数展开,
产品参数,1,并线辅助,主/被动安全装备,170,0,440,配置参数展开,
产品参数,1,车道偏离预警系统,主/被动安全装备,180,0,440,配置参数展开,
产品参数,1,车道保持辅助系统,主/被动安全装备,190,0,440,配置参数展开,
产品参数,1,道路交通标识识别,主/被动安全装备,200,0,440,配置参数展开,
产品参数,1,主动刹车/主动安全系统,主/被动安全装备,210,0,440,配置参数展开,
产品参数,1,夜视系统,主/被动安全装备,220,0,440,配置参数展开,
产品参数,1,疲劳驾驶提示,主/被动安全装备,230,0,440,配置参数展开,
产品参数,1,前/后驻车雷达,辅助/操控配置,10,0,450,配置参数展开,
产品参数,1,驾驶辅助影像,辅助/操控配置,20,0,450,配置参数展开,
产品参数,1,倒车车侧预警系统,辅助/操控配置,30,0,450,配置参数展开,
产品参数,1,巡航系统,辅助/操控配置,40,0,450,配置参数展开,
产品参数,1,驾驶模式切换,辅助/操控配置,50,0,450,配置参数展开,
产品参数,1,自动泊车入位,辅助/操控配置,60,0,450,配置参数展开,
产品参数,1,发动机启停技术,辅助/操控配置,70,0,450,配置参数展开,
产品参数,1,自动驻车,辅助/操控配置,80,0,450,配置参数展开,
产品参数,1,上坡辅助,辅助/操控配置,90,0,450,配置参数展开,
产品参数,1,陡坡缓降,辅助/操控配置,100,0,450,配置参数展开,
产品参数,1,可变悬架功能,辅助/操控配置,110,0,450,配置参数展开,
产品参数,1,空气悬架,辅助/操控配置,120,0,450,配置参数展开,
产品参数,1,电磁感应悬架,辅助/操控配置,130,0,450,配置参数展开,
产品参数,1,可变转向比,辅助/操控配置,140,0,450,配置参数展开,
产品参数,1,中央差速器锁止功能,辅助/操控配置,150,0,450,配置参数展开,
产品参数,1,整体主动转向系统,辅助/操控配置,160,0,450,配置参数展开,
产品参数,1,限滑差速器/差速锁,辅助/操控配置,170,0,450,配置参数展开,
产品参数,1,涉水感应系统,辅助/操控配置,180,0,450,配置参数展开,
产品参数,1,天窗类型,外部/防盗配置,10,0,460,配置参数展开,
产品参数,1,运动外观套件,外部/防盗配置,20,0,460,配置参数展开,
产品参数,1,轮圈材质,外部/防盗配置,30,0,460,配置参数展开,
产品参数,1,电动吸合车门,外部/防盗配置,40,0,460,配置参数展开,
产品参数,1,侧滑门形式,外部/防盗配置,50,0,460,配置参数展开,
产品参数,1,电动后备厢,外部/防盗配置,60,0,460,配置参数展开,
产品参数,1,感应后备厢,外部/防盗配置,70,0,460,配置参数展开,
产品参数,1,电动后备厢位置记忆,外部/防盗配置,80,0,460,配置参数展开,
产品参数,1,尾门玻璃独立开启,外部/防盗配置,90,0,460,配置参数展开,
产品参数,1,车顶行李架,外部/防盗配置,100,0,460,配置参数展开,
产品参数,1,发动机电子防盗,外部/防盗配置,110,0,460,配置参数展开,
产品参数,1,车内中控锁,外部/防盗配置,120,0,460,配置参数展开,
产品参数,1,钥匙类型,外部/防盗配置,130,0,460,配置参数展开,
产品参数,1,无钥匙启动系统,外部/防盗配置,140,0,460,配置参数展开,
产品参数,1,无钥匙进入功能,外部/防盗配置,150,0,460,配置参数展开,
产品参数,1,主动闭合式进气格栅,外部/防盗配置,160,0,460,配置参数展开,
产品参数,1,远程启动功能,外部/防盗配置,170,0,460,配置参数展开,
产品参数,1,车侧脚踏板,外部/防盗配置,180,0,460,配置参数展开,
产品参数,1,电池预加热,外部/防盗配置,190,0,460,配置参数展开,
产品参数,1,方向盘材质,内部配置,10,0,470,配置参数展开,
产品参数,1,方向盘位置调节,内部配置,20,0,470,配置参数展开,
产品参数,1,多功能方向盘,内部配置,30,0,470,配置参数展开,
产品参数,1,方向盘换挡,内部配置,40,0,470,配置参数展开,
产品参数,1,方向盘加热,内部配置,50,0,470,配置参数展开,
产品参数,1,方向盘记忆,内部配置,60,0,470,配置参数展开,
产品参数,1,行车电脑显示屏幕,内部配置,70,0,470,配置参数展开,
产品参数,1,全液晶仪表盘,内部配置,80,0,470,配置参数展开,
产品参数,1,液晶仪表尺寸,内部配置,90,0,470,配置参数展开,
产品参数,1,HUD抬头数字显示,内部配置,100,0,470,配置参数展开,
产品参数,1,内置行车记录仪,内部配置,110,0,470,配置参数展开,
产品参数,1,主动降噪,内部配置,120,0,470,配置参数展开,
产品参数,1,手机无线充电功能,内部配置,130,0,470,配置参数展开,
产品参数,1,电动可调踏板,内部配置,140,0,470,配置参数展开,
产品参数,1,座椅材质,座椅配置,10,0,480,配置参数展开,
产品参数,1,运动风格座椅,座椅配置,20,0,480,配置参数展开,
产品参数,1,主座椅调节方式,座椅配置,30,0,480,配置参数展开,
产品参数,1,副座椅调节方式,座椅配置,40,0,480,配置参数展开,
产品参数,1,主/副驾驶座电动调节,座椅配置,50,0,480,配置参数展开,
产品参数,1,前排座椅功能,座椅配置,60,0,480,配置参数展开,
产品参数,1,电动座椅记忆功能,座椅配置,70,0,480,配置参数展开,
产品参数,1,副驾驶位后排可调节按钮,座椅配置,80,0,480,配置参数展开,
产品参数,1,第二排座椅调节,座椅配置,90,0,480,配置参数展开,
产品参数,1,后排座椅电动调节,座椅配置,100,0,480,配置参数展开,
产品参数,1,后排座椅功能,座椅配置,110,0,480,配置参数展开,
产品参数,1,后排小桌板,座椅配置,120,0,480,配置参数展开,
产品参数,1,第二排独立座椅,座椅配置,130,0,480,配置参数展开,
产品参数,1,座椅布局,座椅配置,140,0,480,配置参数展开,
产品参数,1,后排座椅放倒形式,座椅配置,150,0,480,配置参数展开,
产品参数,1,后排座椅电动放倒,座椅配置,160,0,480,配置参数展开,
产品参数,1,前/后中央扶手,座椅配置,170,0,480,配置参数展开,
产品参数,1,后排杯架,座椅配置,180,0,480,配置参数展开,
产品参数,1,加热/制冷杯架,座椅配置,190,0,480,配置参数展开,
产品参数,1,中控彩色液晶屏幕,多媒体配置,10,0,490,配置参数展开,
产品参数,1,中控液晶屏尺寸,多媒体配置,20,0,490,配置参数展开,
产品参数,1,GPS导航系统,多媒体配置,30,0,490,配置参数展开,
产品参数,1,导航路况信息显示,多媒体配置,40,0,490,配置参数展开,
产品参数,1,道路救援呼叫,多媒体配置,50,0,490,配置参数展开,
产品参数,1,中控液晶屏分屏显示,多媒体配置,60,0,490,配置参数展开,
产品参数,1,蓝牙/车载电话,多媒体配置,70,0,490,配置参数展开,
产品参数,1,手机互联/映射,多媒体配置,80,0,490,配置参数展开,
产品参数,1,语音识别控制系统,多媒体配置,90,0,490,配置参数展开,
产品参数,1,手势控制,多媒体配置,100,0,490,配置参数展开,
产品参数,1,车联网,多媒体配置,110,0,490,配置参数展开,
产品参数,1,OTA升级,多媒体配置,120,0,490,配置参数展开,
产品参数,1,车载电视,多媒体配置,130,0,490,配置参数展开,
产品参数,1,后排液晶屏幕,多媒体配置,140,0,490,配置参数展开,
产品参数,1,后排控制多媒体,多媒体配置,150,0,490,配置参数展开,
产品参数,1,外接音源接口类型,多媒体配置,160,0,490,配置参数展开,
产品参数,1,USB/Type-C接口数量,多媒体配置,170,0,490,配置参数展开,
产品参数,1,车载CD/DVD,多媒体配置,180,0,490,配置参数展开,
产品参数,1,220V/230V电源,多媒体配置,190,0,490,配置参数展开,
产品参数,1,行李厢12V电源接口,多媒体配置,200,0,490,配置参数展开,
产品参数,1,扬声器品牌名称,多媒体配置,210,0,490,配置参数展开,
产品参数,1,扬声器数量,多媒体配置,220,0,490,配置参数展开,
产品参数,1,近光灯光源,灯光配置,10,0,500,配置参数展开,
产品参数,1,远光灯光源,灯光配置,20,0,500,配置参数展开,
产品参数,1,灯光特色功能,灯光配置,30,0,500,配置参数展开,
产品参数,1,LED日间行车灯,灯光配置,40,0,500,配置参数展开,
产品参数,1,自适应远近光,灯光配置,50,0,500,配置参数展开,
产品参数,1,自动头灯,灯光配置,60,0,500,配置参数展开,
产品参数,1,转向辅助灯,灯光配置,70,0,500,配置参数展开,
产品参数,1,转向头灯,灯光配置,80,0,500,配置参数展开,
产品参数,1,车前雾灯,灯光配置,90,0,500,配置参数展开,
产品参数,1,前大灯雨雾模式,灯光配置,100,0,500,配置参数展开,
产品参数,1,大灯高度可调,灯光配置,110,0,500,配置参数展开,
产品参数,1,大灯清洗装置,灯光配置,120,0,500,配置参数展开,
产品参数,1,大灯延时关闭,灯光配置,130,0,500,配置参数展开,
产品参数,1,触摸式阅读灯,灯光配置,140,0,500,配置参数展开,
产品参数,1,车内环境氛围灯,灯光配置,150,0,500,配置参数展开,
产品参数,1,前/后电动车窗,玻璃/后视镜,10,0,510,配置参数展开,
产品参数,1,车窗一键升降功能,玻璃/后视镜,20,0,510,配置参数展开,
产品参数,1,车窗防夹手功能,玻璃/后视镜,30,0,510,配置参数展开,
产品参数,1,防紫外线玻璃,玻璃/后视镜,40,0,510,配置参数展开,
产品参数,1,多层隔音玻璃,玻璃/后视镜,50,0,510,配置参数展开,
产品参数,1,外后视镜功能,玻璃/后视镜,60,0,510,配置参数展开,
产品参数,1,内后视镜功能,玻璃/后视镜,70,0,510,配置参数展开,
产品参数,1,后风挡遮阳帘,玻璃/后视镜,80,0,510,配置参数展开,
产品参数,1,后排侧窗遮阳帘,玻璃/后视镜,90,0,510,配置参数展开,
产品参数,1,后排侧隐私玻璃,玻璃/后视镜,100,0,510,配置参数展开,
产品参数,1,车内化妆镜,玻璃/后视镜,110,0,510,配置参数展开,
产品参数,1,后雨刷,玻璃/后视镜,120,0,510,配置参数展开,
产品参数,1,感应雨刷功能,玻璃/后视镜,130,0,510,配置参数展开,
产品参数,1,可加热喷水嘴,玻璃/后视镜,140,0,510,配置参数展开,
产品参数,1,空调温度控制方式,空调/冰箱,10,0,520,配置参数展开,
产品参数,1,后排独立空调,空调/冰箱,20,0,520,配置参数展开,
产品参数,1,后座出风口,空调/冰箱,30,0,520,配置参数展开,
产品参数,1,温度分区控制,空调/冰箱,40,0,520,配置参数展开,
产品参数,1,车载空气净化器,空调/冰箱,50,0,520,配置参数展开,
产品参数,1,车内PM2.5过滤装置,空调/冰箱,60,0,520,配置参数展开,
产品参数,1,负离子发生器,空调/冰箱,70,0,520,配置参数展开,
产品参数,1,车内香氛装置,空调/冰箱,80,0,520,配置参数展开,
产品参数,1,车载冰箱,空调/冰箱,90,0,520,配置参数展开,
